Acc X;Acc Y;Acc Z;Gyr X;Gyr Y;Gyr Z;Mag X;Mag Y;Mag Z;q0;q1;q2;q3;Roll;Pitch;Yaw;
-0.17;-0.14;9.44;-0.01;-0.00;0.00;-0.11;1.08;-1.26;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.44;-0.10;9.87;-0.00;-0.00;0.00;-0.05;1.05;-1.20;0.82;-0.01;0.01;0.57;-0.40;1.87;68.95;
-0.35;0.10;10.30;0.00;0.00;0.00;-0.13;1.09;-1.24;0.82;-0.01;0.01;0.57;-0.40;1.87;68.96;
-0.33;-0.20;9.21;-0.01;0.01;-0.00;-0.06;1.04;-1.19;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.41;0.01;10.12;0.00;0.00;-0.00;-0.12;1.08;-1.26;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.32;-0.01;10.15;0.01;-0.00;-0.00;-0.06;1.04;-1.22;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.13;-0.22;9.05;-0.01;0.00;0.00;-0.14;1.09;-1.29;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.49;-0.03;10.43;0.01;-0.00;0.00;-0.06;1.04;-1.29;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.38;-0.00;9.80;0.01;-0.01;0.01;-0.13;1.06;-1.27;0.82;-0.01;0.01;0.57;-0.39;1.88;68.95;
-0.26;-0.28;9.02;-0.01;0.01;0.00;-0.09;1.03;-1.27;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.54;-0.12;10.40;0.01;-0.01;-0.00;-0.12;1.04;-1.23;0.82;-0.01;0.01;0.57;-0.39;1.88;68.95;
-0.16;-0.05;9.40;-0.00;-0.00;-0.00;-0.10;1.02;-1.27;0.82;-0.01;0.01;0.57;-0.39;1.87;68.95;
-0.25;-0.32;9.35;-0.01;0.01;-0.00;-0.12;1.05;-1.29;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.49;-0.01;10.38;0.02;-0.01;0.00;-0.11;1.04;-1.25;0.82;-0.01;0.01;0.57;-0.39;1.87;68.95;
-0.17;-0.04;9.27;-0.01;0.01;0.00;-0.10;1.02;-1.19;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.44;-0.23;9.79;-0.00;-0.00;-0.00;-0.11;1.03;-1.26;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.37;0.08;10.34;0.01;-0.00;-0.00;-0.08;1.01;-1.23;0.82;-0.01;0.01;0.57;-0.40;1.88;68.95;
-0.18;-0.09;9.24;-0.01;0.01;-0.00;-0.12;1.03;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.88;68.94;
-0.38;-0.11;10.16;-0.00;0.00;0.00;-0.08;1.01;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.88;68.94;
-0.41;0.11;10.22;0.01;-0.00;0.00;-0.11;1.04;-1.26;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.20;-0.19;9.12;-0.01;0.01;0.00;-0.06;1.00;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.89;68.94;
-0.46;-0.09;10.27;0.01;-0.01;-0.00;-0.13;1.07;-1.27;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.27;0.02;9.82;0.01;-0.00;0.00;-0.04;1.01;-1.18;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.18;-0.30;9.14;-0.01;0.01;0.00;-0.12;1.05;-1.27;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.54;-0.13;10.16;0.01;-0.01;0.00;-0.05;1.02;-1.20;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.25;-0.06;9.50;0.00;-0.01;-0.00;-0.10;1.05;-1.21;0.82;-0.01;0.01;0.57;-0.40;1.87;68.94;
-0.21;-0.31;9.32;-0.02;0.01;-0.00;-0.05;1.01;-1.11;0.82;-0.01;0.01;0.57;-0.41;1.88;68.94;
-0.57;-0.02;10.35;0.02;-0.01;-0.00;-0.10;1.06;-1.19;0.82;-0.01;0.01;0.57;-0.40;1.87;68.94;
-0.06;-0.02;9.44;-0.01;0.01;-0.00;-0.05;1.03;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.88;68.94;
-0.35;-0.22;9.67;-0.01;0.01;-0.00;-0.10;1.06;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.94;
-0.49;0.07;10.37;0.02;-0.02;-0.00;-0.07;1.07;-1.21;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.10;0.02;9.48;-0.01;0.00;-0.00;-0.07;1.06;-1.14;0.82;-0.01;0.01;0.57;-0.41;1.88;68.94;
-0.41;-0.23;9.86;-0.00;0.01;0.00;-0.08;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.94;
-0.42;0.14;10.34;0.02;-0.01;0.00;-0.07;1.05;-1.18;0.82;-0.01;0.01;0.57;-0.40;1.87;68.94;
-0.14;-0.08;9.34;-0.02;0.01;0.00;-0.09;1.05;-1.18;0.82;-0.01;0.01;0.57;-0.41;1.88;68.94;
-0.50;-0.20;9.94;0.01;-0.00;-0.00;-0.06;1.02;-1.16;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.24;0.07;9.93;0.01;-0.01;-0.00;-0.10;1.07;-1.30;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.23;-0.25;9.34;-0.01;0.00;0.00;-0.04;1.02;-1.21;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.48;-0.22;9.81;0.01;-0.00;0.00;-0.10;1.05;-1.21;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.35;-0.03;9.69;0.00;0.00;-0.00;-0.03;1.01;-1.18;0.82;-0.01;0.01;0.57;-0.40;1.88;68.94;
-0.24;-0.25;9.42;-0.01;0.01;-0.00;-0.11;1.06;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.88;68.93;
-0.51;-0.12;10.01;0.01;-0.00;-0.00;-0.05;1.00;-1.21;0.82;-0.01;0.01;0.57;-0.40;1.88;68.93;
-0.14;-0.00;9.69;-0.00;-0.00;-0.00;-0.10;1.06;-1.23;0.82;-0.01;0.01;0.57;-0.40;1.88;68.93;
-0.25;-0.19;9.70;-0.01;0.01;0.00;-0.04;1.02;-1.18;0.82;-0.01;0.01;0.57;-0.41;1.88;68.93;
-0.55;0.07;10.33;0.01;-0.01;0.00;-0.11;1.05;-1.17;0.82;-0.01;0.01;0.57;-0.40;1.88;68.93;
-0.22;0.01;9.63;-0.01;0.00;-0.00;-0.05;1.01;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.88;68.93;
-0.40;-0.16;9.76;-0.00;0.01;-0.00;-0.11;1.06;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.89;68.93;
-0.47;0.07;10.30;0.02;-0.01;0.00;-0.07;1.03;-1.21;0.82;-0.01;0.01;0.57;-0.40;1.88;68.93;
-0.03;-0.12;9.36;-0.01;0.01;0.00;-0.09;1.04;-1.15;0.82;-0.01;0.01;0.57;-0.40;1.89;68.93;
-0.45;-0.17;9.79;0.00;-0.00;0.00;-0.10;1.03;-1.17;0.82;-0.01;0.01;0.57;-0.40;1.88;68.93;
-0.38;0.02;10.15;0.01;-0.00;0.00;-0.09;1.04;-1.16;0.82;-0.01;0.01;0.57;-0.39;1.88;68.93;
-0.30;-0.23;9.09;-0.01;0.01;-0.00;-0.11;1.07;-1.24;0.82;-0.01;0.01;0.57;-0.40;1.89;68.93;
-0.45;-0.21;9.73;-0.00;0.00;-0.00;-0.08;1.03;-1.18;0.82;-0.01;0.01;0.57;-0.40;1.89;68.93;
-0.27;0.06;10.19;0.01;-0.00;-0.00;-0.12;1.07;-1.22;0.82;-0.01;0.01;0.57;-0.40;1.88;68.93;
-0.08;-0.35;8.98;-0.02;0.01;0.00;-0.06;1.04;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.89;68.93;
-0.48;-0.02;10.14;0.00;-0.00;0.01;-0.13;1.08;-1.24;0.82;-0.01;0.01;0.57;-0.40;1.88;68.93;
-0.30;0.05;10.06;0.00;-0.00;0.00;-0.06;1.05;-1.18;0.82;-0.01;0.01;0.57;-0.40;1.88;68.93;
-0.37;-0.18;9.22;-0.01;0.00;-0.00;-0.13;1.09;-1.25;0.82;-0.01;0.01;0.57;-0.41;1.88;68.93;
-0.37;-0.07;10.38;0.00;-0.00;-0.00;-0.07;1.06;-1.23;0.82;-0.01;0.01;0.57;-0.41;1.88;68.93;
-0.25;0.02;9.82;0.00;0.00;-0.00;-0.13;1.09;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.88;68.93;
-0.25;-0.18;9.35;-0.01;0.00;0.00;-0.07;1.04;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.88;68.93;
-0.39;-0.05;10.43;0.01;-0.01;0.00;-0.13;1.07;-1.23;0.82;-0.01;0.01;0.57;-0.40;1.88;68.93;
-0.29;-0.00;9.39;0.00;0.00;0.00;-0.07;1.04;-1.27;0.82;-0.01;0.01;0.57;-0.40;1.88;68.93;
-0.35;-0.28;9.64;-0.01;0.01;-0.00;-0.11;1.08;-1.26;0.82;-0.01;0.01;0.57;-0.41;1.88;68.93;
-0.46;-0.05;10.23;0.02;-0.01;-0.00;-0.08;1.03;-1.25;0.82;-0.01;0.01;0.57;-0.40;1.88;68.92;
-0.19;-0.06;9.16;-0.01;0.01;-0.00;-0.08;1.03;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.37;-0.29;9.89;-0.00;0.00;-0.00;-0.09;1.04;-1.28;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.49;0.04;9.97;0.02;-0.01;0.00;-0.07;1.03;-1.25;0.82;-0.01;0.01;0.57;-0.40;1.88;68.92;
-0.13;-0.17;9.20;-0.02;0.01;0.00;-0.08;1.03;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.89;68.92;
-0.55;-0.16;10.18;0.01;-0.00;-0.00;-0.06;1.01;-1.18;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.35;0.11;9.95;0.01;-0.00;0.00;-0.10;1.03;-1.26;0.82;-0.01;0.01;0.57;-0.40;1.88;68.92;
-0.18;-0.23;9.33;-0.02;0.01;0.00;-0.04;1.01;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.89;68.92;
-0.51;0.03;10.26;0.01;-0.00;0.00;-0.10;1.03;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.24;0.03;9.99;0.01;-0.00;0.00;-0.04;0.99;-1.13;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.22;-0.24;9.29;-0.01;0.01;0.00;-0.10;1.04;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.89;68.92;
-0.49;0.01;10.26;0.01;-0.01;0.00;-0.05;1.00;-1.14;0.82;-0.01;0.01;0.57;-0.40;1.88;68.92;
-0.23;-0.10;9.77;0.00;-0.00;0.00;-0.12;1.04;-1.20;0.82;-0.01;0.01;0.57;-0.40;1.88;68.92;
-0.27;-0.24;9.16;-0.01;0.01;0.00;-0.04;1.02;-1.14;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.51;-0.06;10.37;0.01;-0.00;0.00;-0.12;1.05;-1.16;0.82;-0.01;0.01;0.57;-0.40;1.88;68.92;
-0.21;-0.14;9.37;0.00;-0.00;-0.00;-0.06;1.02;-1.12;0.82;-0.01;0.01;0.57;-0.40;1.88;68.92;
-0.32;-0.22;9.36;-0.01;0.01;0.00;-0.12;1.08;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.45;0.01;10.55;0.01;-0.01;-0.00;-0.09;1.03;-1.16;0.82;-0.01;0.01;0.57;-0.40;1.88;68.92;
-0.17;-0.12;9.03;-0.01;0.01;-0.00;-0.12;1.06;-1.14;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.42;-0.13;9.97;-0.01;0.00;-0.00;-0.10;1.05;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.89;68.92;
-0.38;0.09;10.42;0.02;-0.01;-0.00;-0.11;1.07;-1.13;0.82;-0.01;0.01;0.57;-0.40;1.88;68.92;
-0.10;-0.12;9.04;-0.02;0.01;0.00;-0.12;1.07;-1.15;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.43;-0.18;10.22;0.00;0.00;0.00;-0.09;1.08;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.38;0.21;10.14;0.02;-0.02;0.00;-0.15;1.10;-1.20;0.82;-0.01;0.01;0.57;-0.40;1.87;68.92;
-0.16;-0.24;9.22;-0.02;0.01;0.00;-0.09;1.05;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.57;-0.16;10.16;0.01;-0.01;-0.00;-0.14;1.09;-1.22;0.82;-0.01;0.01;0.57;-0.40;1.88;68.92;
-0.19;0.07;9.75;0.00;-0.00;-0.00;-0.08;1.06;-1.23;0.82;-0.01;0.01;0.57;-0.40;1.88;68.91;
-0.24;-0.35;9.25;-0.01;0.01;-0.00;-0.15;1.08;-1.23;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.48;-0.05;10.12;0.01;0.00;-0.00;-0.08;1.03;-1.21;0.82;-0.01;0.01;0.57;-0.40;1.88;68.91;
-0.32;-0.11;9.62;-0.00;0.00;-0.00;-0.14;1.08;-1.26;0.82;-0.01;0.01;0.57;-0.40;1.88;68.91;
-0.31;-0.29;9.21;-0.01;0.01;-0.00;-0.07;1.04;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.56;0.05;10.50;0.01;0.00;-0.00;-0.14;1.08;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.20;-0.09;9.41;-0.00;0.00;-0.00;-0.08;1.04;-1.27;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.31;-0.13;9.46;-0.01;0.00;0.00;-0.13;1.07;-1.25;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.46;0.06;10.73;0.01;-0.00;0.01;-0.08;1.04;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.24;-0.03;9.23;-0.00;-0.00;0.00;-0.11;1.05;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.33;-0.14;9.89;-0.01;0.00;0.00;-0.09;1.03;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.39;0.10;10.50;0.02;-0.01;0.00;-0.09;1.04;-1.20;0.82;-0.01;0.01;0.57;-0.40;1.87;68.92;
-0.04;-0.15;8.93;-0.02;0.01;0.00;-0.09;1.05;-1.25;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.36;-0.20;10.12;0.01;-0.00;0.00;-0.08;1.05;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.88;68.92;
-0.32;0.01;9.95;0.02;-0.00;-0.00;-0.09;1.04;-1.28;0.82;-0.01;0.01;0.57;-0.40;1.88;68.91;
-0.18;-0.25;8.98;-0.02;0.01;-0.00;-0.07;1.03;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.47;-0.21;10.18;0.01;-0.01;-0.01;-0.10;1.06;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.31;0.04;9.61;0.00;-0.00;-0.00;-0.05;1.03;-1.20;0.82;-0.01;0.01;0.57;-0.40;1.87;68.91;
-0.17;-0.26;9.53;-0.02;0.01;-0.00;-0.12;1.09;-1.29;0.82;-0.01;0.01;0.57;-0.42;1.88;68.91;
-0.57;-0.09;10.11;0.02;-0.01;-0.00;-0.05;1.04;-1.22;0.82;-0.01;0.01;0.57;-0.40;1.88;68.91;
-0.25;0.07;9.72;-0.01;0.00;0.00;-0.12;1.09;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.34;-0.24;9.69;-0.00;-0.00;-0.00;-0.06;1.04;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.52;0.11;10.21;0.01;-0.01;-0.00;-0.12;1.08;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.25;-0.02;9.86;-0.00;0.01;0.00;-0.08;1.04;-1.26;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.37;-0.22;9.43;-0.00;0.01;0.00;-0.11;1.07;-1.29;0.82;-0.01;0.01;0.57;-0.41;1.88;68.90;
-0.42;0.08;10.29;0.01;-0.01;0.00;-0.09;1.05;-1.27;0.82;-0.01;0.01;0.57;-0.41;1.87;68.91;
-0.18;-0.19;9.49;0.00;0.00;0.00;-0.10;1.05;-1.23;0.82;-0.01;0.01;0.57;-0.41;1.87;68.91;
-0.42;-0.23;9.31;-0.00;-0.00;0.00;-0.12;1.06;-1.27;0.82;-0.01;0.01;0.57;-0.41;1.87;68.91;
-0.34;-0.03;10.39;0.01;0.00;0.00;-0.09;1.03;-1.28;0.82;-0.01;0.01;0.57;-0.40;1.87;68.91;
-0.23;-0.22;8.95;-0.00;0.01;-0.00;-0.13;1.04;-1.30;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.43;-0.15;9.84;-0.01;0.01;-0.00;-0.08;1.02;-1.28;0.82;-0.01;0.01;0.57;-0.41;1.88;68.91;
-0.25;-0.02;10.25;0.02;-0.01;-0.00;-0.13;1.05;-1.30;0.82;-0.01;0.01;0.57;-0.40;1.88;68.90;
-0.15;-0.14;9.00;-0.02;0.00;0.00;-0.07;1.00;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.88;68.90;
-0.41;-0.10;10.43;0.00;-0.01;0.00;-0.14;1.05;-1.29;0.82;-0.01;0.01;0.57;-0.41;1.87;68.91;
-0.30;0.07;9.94;0.01;-0.01;0.00;-0.07;1.01;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.87;68.91;
-0.24;-0.14;9.26;-0.02;0.01;0.00;-0.14;1.04;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.91;
-0.51;-0.06;10.70;0.02;-0.01;-0.00;-0.06;1.02;-1.23;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.24;0.08;9.44;0.00;-0.01;-0.00;-0.12;1.05;-1.21;0.82;-0.01;0.01;0.57;-0.40;1.87;68.90;
-0.18;-0.27;9.49;-0.02;0.01;0.00;-0.08;1.03;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.90;
-0.55;-0.02;10.36;0.02;-0.01;0.00;-0.09;1.03;-1.14;0.82;-0.01;0.01;0.57;-0.40;1.87;68.90;
-0.23;-0.09;9.21;-0.01;0.01;0.00;-0.09;1.03;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.31;-0.38;9.54;-0.01;0.01;-0.00;-0.08;1.02;-1.18;0.82;-0.01;0.01;0.57;-0.41;1.88;68.90;
-0.50;0.04;10.17;0.02;-0.01;-0.00;-0.09;1.04;-1.20;0.82;-0.01;0.01;0.57;-0.40;1.87;68.90;
-0.11;-0.15;9.19;-0.01;0.01;-0.00;-0.06;1.02;-1.18;0.82;-0.01;0.01;0.57;-0.41;1.88;68.90;
-0.36;-0.24;9.69;-0.01;0.00;0.00;-0.11;1.06;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.90;
-0.47;0.12;10.33;0.01;-0.01;0.00;-0.04;1.01;-1.15;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.22;-0.13;9.35;-0.01;0.01;-0.00;-0.10;1.06;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.43;-0.09;10.02;0.00;-0.00;-0.00;-0.04;1.03;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.35;0.10;10.38;0.01;-0.01;-0.00;-0.10;1.07;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.20;-0.12;9.14;-0.01;0.00;0.00;-0.05;1.03;-1.15;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.47;-0.04;10.28;-0.00;0.01;0.00;-0.11;1.08;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.35;-0.03;9.96;0.02;-0.01;-0.00;-0.04;1.04;-1.19;0.82;-0.01;0.01;0.57;-0.40;1.87;68.90;
-0.25;-0.18;9.12;-0.02;0.02;-0.00;-0.11;1.06;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.88;68.90;
-0.54;-0.19;10.30;0.01;-0.01;-0.00;-0.05;1.03;-1.25;0.82;-0.01;0.01;0.57;-0.40;1.88;68.90;
-0.19;-0.06;9.30;0.00;-0.00;-0.00;-0.10;1.06;-1.22;0.82;-0.01;0.01;0.57;-0.40;1.88;68.89;
-0.27;-0.25;9.33;-0.02;0.02;0.00;-0.07;1.04;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.88;68.89;
-0.52;-0.18;10.41;0.02;-0.00;0.00;-0.09;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.40;1.88;68.90;
-0.13;0.03;9.04;-0.01;-0.00;0.00;-0.07;1.04;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.90;
-0.29;-0.22;9.91;-0.02;0.01;0.00;-0.07;1.02;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.90;
-0.47;0.04;10.31;0.02;-0.02;0.00;-0.09;1.03;-1.24;0.82;-0.01;0.01;0.57;-0.40;1.87;68.90;
-0.03;0.03;9.29;-0.02;0.01;0.00;-0.05;1.02;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.40;-0.21;10.14;-0.00;0.00;0.00;-0.10;1.03;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.88;68.90;
-0.49;0.18;10.13;0.02;-0.01;-0.00;-0.04;1.02;-1.18;0.82;-0.01;0.01;0.57;-0.40;1.87;68.90;
-0.04;-0.12;9.39;-0.01;0.00;-0.00;-0.11;1.06;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.87;68.90;
-0.48;-0.13;10.07;0.01;0.00;-0.00;-0.05;1.01;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.87;68.89;
-0.32;0.02;9.92;0.01;-0.00;-0.00;-0.12;1.06;-1.24;0.82;-0.01;0.01;0.57;-0.40;1.87;68.89;
-0.22;-0.24;9.28;-0.01;0.01;-0.00;-0.05;1.03;-1.18;0.82;-0.01;0.01;0.57;-0.41;1.88;68.89;
-0.51;-0.12;9.96;0.00;0.00;-0.00;-0.13;1.07;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.88;68.89;
-0.37;-0.12;9.82;0.01;-0.00;-0.00;-0.06;1.04;-1.19;0.82;-0.01;0.01;0.57;-0.40;1.88;68.89;
-0.23;-0.24;9.03;-0.01;0.00;0.00;-0.12;1.07;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.88;68.89;
-0.47;-0.09;10.26;0.00;-0.00;0.00;-0.09;1.04;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.87;68.89;
-0.30;-0.07;9.70;0.01;-0.01;0.00;-0.10;1.06;-1.20;0.82;-0.01;0.01;0.57;-0.40;1.87;68.89;
-0.24;-0.17;9.27;-0.02;0.01;0.01;-0.10;1.07;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.89;
-0.58;0.04;10.74;0.01;-0.00;0.00;-0.09;1.05;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.87;68.89;
-0.23;-0.00;9.37;0.00;-0.00;-0.00;-0.12;1.09;-1.25;0.82;-0.01;0.01;0.57;-0.41;1.87;68.89;
-0.17;-0.13;9.58;-0.02;0.01;-0.00;-0.06;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.88;68.89;
-0.44;0.05;10.71;0.02;-0.01;0.00;-0.13;1.09;-1.30;0.82;-0.01;0.01;0.57;-0.40;1.87;68.89;
-0.19;0.02;9.30;-0.01;0.01;0.00;-0.06;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.89;
-0.42;-0.29;9.73;0.00;0.00;-0.00;-0.13;1.09;-1.25;0.82;-0.01;0.01;0.57;-0.41;1.88;68.89;
-0.40;0.05;10.13;0.02;-0.00;-0.00;-0.06;1.05;-1.24;0.82;-0.01;0.01;0.57;-0.40;1.88;68.88;
-0.17;-0.19;9.15;-0.01;0.01;-0.00;-0.11;1.07;-1.27;0.82;-0.01;0.01;0.57;-0.41;1.88;68.88;
-0.33;-0.33;9.60;0.00;-0.01;0.00;-0.08;1.04;-1.31;0.82;-0.01;0.01;0.57;-0.41;1.88;68.88;
-0.39;0.03;10.13;0.01;-0.01;0.00;-0.10;1.05;-1.26;0.82;-0.01;0.01;0.57;-0.40;1.87;68.89;
-0.27;-0.26;9.19;-0.01;0.01;0.00;-0.08;1.04;-1.26;0.82;-0.01;0.01;0.57;-0.41;1.87;68.89;
-0.56;-0.09;9.90;0.01;-0.01;-0.00;-0.07;1.02;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.87;68.88;
-0.20;0.05;10.22;0.00;-0.00;-0.00;-0.10;1.02;-1.26;0.82;-0.01;0.01;0.57;-0.40;1.87;68.88;
-0.25;-0.18;9.25;-0.01;0.01;0.00;-0.05;1.00;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.87;68.88;
-0.41;-0.00;10.30;0.00;-0.00;0.00;-0.10;1.04;-1.27;0.82;-0.01;0.01;0.57;-0.41;1.87;68.88;
-0.30;0.02;10.07;0.01;0.00;0.00;-0.04;0.99;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.87;68.88;
